"id","profileName","text","date","title","rating","images","helpful","Size name","Colour","Pattern name"
"R28VEFB96UXGP5","amol dure","
  I got the phone today .But having some scratch on rear camera panelI have attached photo and unboxing video
","Reviewed in India on 19 October 2020","I want exchange this product",3,"https://images-na.ssl-images-amazon.com/images/I/51HAHh59dOL.jpg
https://images-na.ssl-images-amazon.com/images/I/61OJMSKX53L.jpg","1",,,
"RSMPGV63XEIU2","saddam hussain","
  it was just an awesome purchase for me, because this is the handset which iam looking for ever since it was launched, the only thin that bothers me was its hefty pricing, but fortunately with this amazon's great indian festival off, i could able to buy it in my budget price, since iam an iphone user i dont have anything to say about its features and specs, the thing is, if anyone wants to upgrade their mobile and who uses it for a quiet bit longer years then they should definitely go for this device without any doubt.
","Reviewed in India on 28 October 2020","Great value for money",5,"","1",,,
"RLBCGDB9IAY4M","Nimesh","
  I restored my new iPhone 11 I ordered from amazon. After a while it stopped responding. It was frustrating that touch screen is not working and I wanted to delete data which I restored from iTunes but I the instrument was not responding at all.i guess amazon sent me very old and defective pice for what? As I bought it on EMI I had to ask for replacement other wise I would have canceled it.
","Reviewed in India on 12 December 2020","Defective iPhone 11 to cheat customer",1,"","1","128GB","Black","iPhone 11"
"R3U6ACXLJWE3XL","Paul clinton","
  Got it for an amazing deal, Thank you Amazon.This is my first iPhone and it’s damn good. Had seen some reviews saying that the screen is not good, but let me tell you guys that this is the best LCD screen you’ll ever get in an phone. The phone is on the heavy side and needs time to get used to it. And Apple operating system is holding up good and their Face ID is damn fast.I need not comment on the camera quality as it is among the best mobile camera that is available at this price range. I will post some pics clicked by the camera for reference.Talking about the battery life, it is kinda decent will last you easily for a day with more than moderate usage.Would highly recommend this if you are planning to buy your first iPhone.
","Reviewed in India on 22 October 2020","For the first time IPhone Buyers",5,"https://images-na.ssl-images-amazon.com/images/I/61K5PWb5+jL.jpg
https://images-na.ssl-images-amazon.com/images/I/71EktCFOCRL.jpg
https://images-na.ssl-images-amazon.com/images/I/71lB1xujr5L.jpg","0",,,
"ROI6SO3QOXDYO","Ayush Apoorva","
  This one is a no brainer, I have been using Samsung flagship for almost 4 years and I'd just feel much smoother thanks to A13. Surprisingly this has been a very good experience considering I thought I would feel like a prisoner in Apple e. Whatever you can do in android you can do it here, it's just that there is a long and tiring process to do it. Definitely recommended you won't regret buying this.
","Reviewed in India on 22 November 2020","Better than Android",5,"","1",,,
"R3AQNTF8I3UBXM","Rajkumar Sharma","
  Very very addictive new iPhone
","Reviewed in India on 3 October 2019","New look Lovely",5,"","1",,,
"R1EIGK63LPGF87","Abhishek","
  I switched to iphone from oneplus 8 pro , i have been an oneplus user since 3t, but 8 pro was so bad  and full of problems so i finally decided to switch to iphone and literally this is so much better than 8 pro , 8 pro was just marketing . Even the screen on this phone is better than the 8pro . This phone is a beast in every department . I purchased it only because of amazon sale at 48,000 i am really glad for the sale otherwise the price was too high
","Reviewed in India on 21 October 2020","Best phone you can buy",5,"","0",,,
"R1B0SPWQUYIZ7X","Kavana","
  So I got my hands on this beautiful purple iPhone 11 and it feels amazing.I upgraded from iPhone 8 to 11 and tbh the 3 year old iPhone 8 is still in the best condition .This is what makes me go for iPhone again and again .I’ve had android in the past and the thing that keeps me loyal to iPhone is that it gives me ZERO LAG and the BEST PICTURE QUALITY.
","Reviewed in India on 16 September 2020","Best Buy",5,"","1",,,
"R3VBR5ZPOZB0LY","Ayushman Verma","
  ProsBatteryWiFi 6 and Gigabit class LTECameraOS stability and optimizationPerformanceWireless Charging (7.5W)Software support likely 5 years +Cons.Screen resolution, Lacks HDR support (notch is not big issue now)lacks some basic functions as androidVerdict:If you want to invest in premium built quality, privacy and super fluid performance without heating or lagging issues of android, this is a good option.NOTE:Buy a 18W charger (Anker, Apple, RAVpower,etc brands) and a spigen tempered glass comboworth it!
","Reviewed in India on 1 July 2020","Worth it, Here's why :-",5,"","1",,,
"R10OK2BU1MBDOW","Shailendra Grover","
  Not much has changed. Apple has similar products but then obviously the bigger screen, better front camera and better battery life make it feel like an upgrade. The phone speaker is amazing and LOUD, especially compared to 6S. Rear camera is almost similar to 6S. But overall, I really like the phone. The earphones that I got with the phone have an amazing sound quality. I miss the audio jack and touch ID though. Still feels pretty overpriced as compared to Android phones with great specifications. But then again, those phones dont have what ios can offer. A 12 mp ios camera is better than a 64 mp android camera. And better UI than android phones. So if you’re a photo junkie, go for it. They could have priced the phone lower though.
","Reviewed in India on 17 November 2020","Switched from a 6S",5,"","0",,,
"R3228BIDJ7WC1C","Prithvi Nayak","
  I always had an impression that iPhones are overrated and not worth the price. Was using OnePlus phones which where a bit low in price compared to iPhones and it is a great phone as well, but thought of giving it a go in this Prime Sale and ohh god, iPhones are surely amazing phones. The camera and sound quality is top notch.. Surely moving from Android to iOS gives you some trouble using initially but it happens while switching to any new phone. I love the phone, still find it a bit pricy but a great phone.
","Reviewed in India on 15 August 2020","Awesome phone..",5,"","0",,,
"RASY0NMAWL0OF","Medha Rajak","
  Perfect product received, I ordered this phone on 16th October and after seeing videos on YouTube people claiming that they are receiving fake iPhones, I was scared to death. As this is my first iPhone and I have recently shifted from android to iOS, but thank you amazon for delivering the best product possible. The only grievance I had was of the delivery because I received it in a time span of 13 days. Took too long to deliver.. but it was worth the wait!!!! I love my iPhone 😍😍 and the delivery guy was so good that he told me to unbox the phone infront of him so that if there is any defect he could sort it out then and there itself. I couldn’t be more happier!!!!
","Reviewed in India on 29 October 2020","Worth the wait!!",5,"https://images-na.ssl-images-amazon.com/images/I/51qJnIYmheL.jpg
https://images-na.ssl-images-amazon.com/images/I/61G+VnjfeuL.jpg","0",,,
"R9J7XLDV27YNW","rishu sinha","
   iphone 11 is the perfect iphone, best mixture of performance and battery life.A must buy if you are looking for a best in class camera, performance and battery.
","Reviewed in India on 11 November 2019","The perfect iPhone for all",5,"https://images-na.ssl-images-amazon.com/images/I/71XE-TntksL.jpg","1",,,
"R14GAYSC5Z2NO5","Kapil","
  Its my first iphone. Overall experience is good.The only thing that hurts is that apple no longer provide adapter and headphones. I did not know that while placing order. In the box , we get iphone, charging cable and sim tray eject pin.After setting up phone, look for software update. I got it upgraded to latest version.The phone gets heated when on charging , otherwise it remains cool.
","Reviewed in India on 28 November 2020","Good",4,"https://images-na.ssl-images-amazon.com/images/I/71ApfJdOOQL.jpg
https://images-na.ssl-images-amazon.com/images/I/71ZXyirtCPL.jpg","1","128GB","Black","iPhone 11"
"R12UXR7O78VXXK","Jatin K.","
  The 5W charger is really a pain....don’t know why Apple is providing it.It’s’ staking more than 3.5 hrs to charge the iPhone full and the adapter is getting extremely heated after 30 mins or so.YOU DEFINITELY NEED TO BUY AN 18W C CHARGER PLUS C CABLE if u want to get rid of this battery issue and be ready to shed an extra 5k.Rest I found an issue with the MEASURE app from the utilities section which makes the iPhone getting heated instantly within minutes of use.Anyone having the same issues ??suggestions are most welcome.
","Reviewed in India on 7 July 2020","Battery doesn’t deserve a 5W charger. Awful !!!",4,"","1",,,
"RKDWNBM1F6EB9","Abhi","
   When you are investing more then 30K go for an IOS device, your mone will be worth spending.An apple device always touch the expectations almost,and whatever lill left, covered by the extra premium feel and there brand value.Thanks to amazone, no issue, All accessories in the box, people who are complaining earpod charger missing may be don't read the in box accesories details.Camera-9/10 ( may be will impress me more in future)Performance- 10/10Battery life- 10/10Design/feel/look- ( oh my god the green color is love )10/10
","Reviewed in India on 9 December 2020","Read the in box description. Thanks Amazon ❤️",5,"https://images-na.ssl-images-amazon.com/images/I/B1gpfhRnBuS.jpg","0",,,
"R2UTP0JAG8D9HE","DJ TOM BRANDON","
   Happy Apple customer. Buying an apple product is always amazing. I have been with apple since 2019 and till now very satisfied with their services. Bought an Imac last year which works absolutely fine and then from android moved onto iphone and really loved the apple experience. Started from apple Iphone 7 and then recently moved onto iphone 11. Thanks alot Amazon for delivering quality and original products.
","Reviewed in India on 19 November 2020","Dont go with Android go with Apple",5,"","0",,,
"R1IWRBN4N0DLKX","RUPESH MANKAR","
  I received used I phone and no accessories Iphone already Installed glass i am see after shocked and trying to start i phone but Iphone not started after i go near shop after I phone start i am shocked so much no accessories it’s ok but why send used I phone.
","Reviewed in India on 26 August 2020","RECEIVED  USED I PHONE NO ACCESSORIES",3,"","1",,,
"R1C9P90HR7QA52","Virang Jethva","
  Its best phone i've seen from iphone lineup till 2019. the experience is tremendous. This is my first iphone and very happy with product.. Best Camera, Best RAM management, Best battery life but disappointed with LCD screen, OLED would be there and hopefully when I bought i got earphones and charger :-) LOL
","Reviewed in India on 26 February 2021","Great phone by iphone",5,"","1",,,
"R26FT033D2JDO6","Mridul","
  This is very bad experience in product mentioned with Ear pods but on box no ear pods...I'll complaint for this but no action taken by Amazon n team..I'll have the video and screen shot and go in consumer forum for the mislead...
","Reviewed in India on 21 December 2020","Very bad",1,"","1",,,
"R6PHD7L0GLLNI","Arun Nadar","
  The phone is awesome and delivered the performance as expected.Bought it on Amazon great Indian festival but they not provided the Cashback offers as promised on the phone when I made the purchase.The Amazon changed the offer for iPhone after 2 days of sale and now they denying to provide the Cashback amount.Should have bought from somewhere else.
","Reviewed in India on 28 October 2020","Great phone with mind blowing performance",5,"","0",,,
"RJJD4GAAQO3M5","Suresh G Rathod","
  I am writing against all the negative reviews here. I have purchased iPhone 11 from Amazon sale on 23rd of Oct. If you see apple website only Amazon, Flipkart and Paytm mall are authorized to see apple products. I am purchasing smartphones since 2010 from Amazon and my experience is always awesome. It seems some conspiracy is going on against Amazon to tarnish it's goodwill in the market. If you see the recent incidents about fake apple products most of them are from Delhi, Noida,and UP. It's done my people working as a support staff. I  have exceptional experience specially with Amazon I will treat Amazon way better than Flipkart or any other online portal. They always deliver the product before time and you can trust them 200% as far as product quality and services are concerned. I won't write much about the product because it's apple it doesn't require any introduction. It's amazon + apple trust with quality so it's going to be one of the life time experience for everyone. If you have 50k budget for smartphone then blindly choose apple don't go with Android phones. It's quality that's what matter a lot.
","Reviewed in India on 27 October 2020","Amazon + Apple = Trust + Quality",5,"","0",,,
"R27JPQXWK8OIO3","Santhosh BS","
  Ordered on prime day of Amazon Great indian Festival, Oct 16th, 2020. Charger and earpods included in box. Delivered in 3 days, kudos to Amazon! Upgraded from a 4inch iPhone SE 1st gen, so phone felt big and overwhelming at first! but now adjusted. Pretty confusing color choices for guys, really bored of white and black colors, red is nailpolish color. Finally settled for purple, purchased a blue case to go with it (i feel best color to go with purple phone). Finally, the phone is awesome as expected :) . When compared to other OLED screens, LCD screen has slight less brightness, especially if u tilt the phone. But when not comparing, its really fine (do switch off true tone if u want to see full potential of screen colors, brightness. but i suggest keep it on for daily use). Finally, Assembled in India clearly written on the box! (including the charger). i understand some parts inside phone still comes from across the border, but more Indians buying iphones may push Apple to mfg more internal parts in India. very satisfied that less of my money went across the border :)
","Reviewed in India on 23 October 2020","Excellent as expected, but product assembled in India is bonus!",5,"","0",,,
"R6T4OLKAMFCBM","Bhupendra  Rawat","
  First time buy a phone from Amazon littlebit confused should I buy from online or from shop . But after receiving phone 📱 I am satisfied with the product. I already have a I phone 11 the performance of the phone is superb. Thanks Amazon for safe delivery 👍👍👍
","Reviewed in India on 8 February 2021","🔥🔥🔥",5,"https://images-na.ssl-images-amazon.com/images/I/71VbL4zrwLL.jpg
https://images-na.ssl-images-amazon.com/images/I/71cXT+jUNsL.jpg
https://images-na.ssl-images-amazon.com/images/I/81yPvOe+jaL.jpg","1","64GB","Green","iPhone 11"
"R1HU9AOIDFH394","Yogesh","
   There is nothing extraordinary or something like that with the iphone compare to overall flagship android device i have been using, but the ecosystem & the iOS experience is kind of different & fluid and it's a good experience to have a Apple Device for first time. Worth for around 50k, glad i didn't go with the 85k iphone-12 not much a difference according to my usage. Battery is more than i expected, Camera quality is great when it comes to video recording, photos aren't that great.
","Reviewed in India on 8 November 2020","APPLE is APPLE, Good choice for 50K",5,"https://images-na.ssl-images-amazon.com/images/I/61A9WbZAwoL.jpg
https://images-na.ssl-images-amazon.com/images/I/61xATqfcczL.jpg
https://images-na.ssl-images-amazon.com/images/I/71SUuiM+DgL.jpg
https://images-na.ssl-images-amazon.com/images/I/71iHlwf7S-L.jpg","0",,,
"RCEQRKQ58PNM","N_K","
  For me, its best at this price point. Upgraded from iPhone 6. Adequately fast and smooth with all day long battery life.Only disappointment was made the packaging, seller has just pack it into a polythene bag instead use of cardboard box for safety purposes of device and box as well. Box found damaged but device fount okay.
","Reviewed in India on 18 December 2019","Upgraded from iPhone 6.",5,"","1",,,
"R2SK094QHM7OHG","Sajal Wani","
  I got the product today but the earpod is missing. What can I do now?
","Reviewed in India on 23 October 2020","Apple iPhone 11 (128GB) - White (Includes EarPods, Power Adapter)",1,"","1",,,
"R1LLDMWE145TPZ","Utsav","
  Amazon has full-filled my wish, For an iPhone 11 beyond my expectations! I was a bit concerned until my order arrived .  But once it was within hand i felt relaxed . As the product is brand new and also there is nthg to worry abt the damage plus it also has 1 year apple warranty ! . In short i would rate amazon 5/5 for delivery on time and with all safety precautions.
","Reviewed in India on 27 October 2020","Brand new phone not a refurbished or clone and works extraordinarily  .",5,"","1",,,
"R3LCZ912THQNY1","jessy","
  First time Iphone user, experience with Amazon is just awsome. Battery life 4/5, display 4/5, Camera 5/5, Speakers 5/5, Charger 1/5, Earphones 4/5, Performance 5/5, Face unlock 5/5, looks 5/5.Dual sim(esim) esim just a failure, bcz if you try to use dual sim option, esim always plays tricks with you like it goes offline & shows NO SERVICE, at the end of the day Iphone is just for single SIM..!🤣🤦🏻‍♂️
","Reviewed in India on 26 February 2020","Iphone11 review after usage",5,"","1",,,
"R25NPXEWQ8Q2JZ","Aditya Jamwal","
  Reviewing after 4 days of heavy usage. A bit warm on the back after heavy usage such as gaming but its bearable. Phone is very snappy and camera is just gorgeous. This is the best iphone one can get in 2021.
","Reviewed in India on 19 April 2021","Most value for money iphone in 2021!",5,"https://images-na.ssl-images-amazon.com/images/I/B1R7KKvyTBS.jpg","1","128GB","(PRODUCT)RED","iPhone 11"
"R1M5874N4IDA16","Aamir","
  Well well well! The most hyped iPhone of the year isn’t quite there at least not for me.It has a best camera undoubtedly, but the other side of the coin is not that good. So I was an android user, 1 Plus more specifically. I was excited to switch to the iPhone as most of you maybe. Amazon was pretty good at the delivery and I got it within 3 days. During my first day usage I noticed a slight warm feeling on the right side of my phone from top to bottom on the back. It was prominent and I could feel the heat that was generated. I looked online and fixed some setting like location and notifications which would put a lot of pressure on your battery. So i thought it is fixed but it wasn’t.To be honest I never thought of iPhones getting warm within a few minutes of youtube playback or social networking on WhatsApp or Instagram. It was all that I had never thought of. My onePlus 6 was a beast in this matter and half the price of iPhone 11, nonetheless I used it for a few days and kept looking for solutions but all would say it is quite normal for an iPhone to get warm.To be on the safer side I thought of replacement but Amazon won’t allow you unless you have a job sheet from an authorised apple service centre, which was quite new for me. As earlier no matter the cost of the product a replacement window was always open. A disappointment then!So with a heavy heart I headed towards the iPhone Service Centre some 15 kms away from my place. While reaching there I put forward my issues and they were like sir it is quite normal for the iPhones unless you get a warning of over heating. They were not ready to make a job sheet instead suggested for a diagnostic test, which came out normal.It has been a week now, I can still feel that warmth on the right side of my phone and I suppose I have to get used to it.Talking about the other things the phone offers, Camera quality is the best, you get some awesome video and audio quality. A top notch I must say.You will have to cautiously use it for a longer battery life.The charging brick is good for a normal user, it is a bit slow in charging but it is not necessary to spend some ₹3000 plus fo a new charger and a cable.Face recognition is fast but I still miss my fingerprint in times of this Pandemic.So the bottom line is worst Amazon Experience, you better buy it from an authorised dealer or go to appleonlinestoreindia for some good deals.And yeah! winter is coming so I have got it covered thanks to iPhone 11:) Cheers!!!
","Reviewed in India on 26 September 2020","Best but Amazon ruined it ;(",4,"https://images-na.ssl-images-amazon.com/images/I/518ReLIvhgL.jpg
https://images-na.ssl-images-amazon.com/images/I/611-HFjdIZL.jpg
https://images-na.ssl-images-amazon.com/images/I/61HkqpVQVEL.jpg
https://images-na.ssl-images-amazon.com/images/I/61IHw6ZOnDL.jpg
https://images-na.ssl-images-amazon.com/images/I/71NFNQpXzSL.jpg
https://images-na.ssl-images-amazon.com/images/I/71XCcE19bNL.jpg
https://images-na.ssl-images-amazon.com/images/I/71vEbR+TXeL.jpg
https://images-na.ssl-images-amazon.com/images/I/71wZc2Hu1xL.jpg
https://images-na.ssl-images-amazon.com/images/I/81Z2QgZXZpL.jpg
https://images-na.ssl-images-amazon.com/images/I/81gQqXVu9gL.jpg
https://images-na.ssl-images-amazon.com/images/I/81vMmFJ9fgL.jpg","0",,,
"RAGMPI4P4AA4B","VASEEM","
  Amazing Purchase fir Rs.55000 oct 2020Positive:-ChargingCameraDesign and TextureScreen and DisplayEarpods+ChargerNegative:-Going Back ⬅️ Option In Corner is a bad one(Sometimes finger misses it terribly).No gesture in Bottom(Back,Recent,Home)
","Reviewed in India on 2 November 2020","Positive As Well As Negative",5,"","1",,,
"R1GVC532FALEAW","KetamineKing","
   Pros:I’ve always loved the look of iPhone 11, the phone looks good and has a nice weight to it. The dual speaker audio is crazy! Display being a LCD is still pretty neat looking. Setting up e-sim is very easy. Primary camera is exceptional. Face ID is just as better as it can get. Bright light or pitch black it recognises your face without any issue.Cons:I didn’t believe it at first, but yes my phone does have heating issues especially while gaming, and not even heavy games, even the basic puzzle games makes it heat up, and restarts the phone randomly. The display is usually visible but can be a bit difficult in sunlight. WhatsApp msgs cannot be transferred from Android to iOS so I have to carry both, my OnePlus 8 pro for WhatsApp and iPhone for everything else. (I wanted to scrap my OP8pro because it’s Chinese) The ultra wide camera works well in well lit areas only. Even if it’s a little shady like below a tree, it has way too much noise. THE BIGGEST ISSUE IS THE 5watt CHARGER WHICH COMES WITH IT! It’ll take atleast 2.5 hours to charge your phone, so I always have to carry my charger everywhere and end up sitting near a plug just to charge it, it’s extremely frustrating. And lastly I miss fingerprint scanner, because I’m always wearing a mask and cannot face id.Overall it’s a great phone, and being able to use a few google tools on iPhones makes it better.
","Reviewed in India on 30 October 2020","Great phone with a few hiccups.",4,"https://images-na.ssl-images-amazon.com/images/I/A1OgZbBYTDL.jpg","0",,,
"RA3WDUN3J6WBE","da_cool_guy","
  Ok if your reading the reviews i'm sure you know all the specifications the phone and your probably skeptical about buying online. So, i received my package in 5days in good condition. Also the product was original as i went to apple's website to confirm it.The camera capabilities of this phone is mindblowing. And if your upgrading from older iphones like iphone 8 and prior, you will be amazed by this phone. Though I wouldn't recommend anyone with iphone x models to buy this phone.
","Reviewed in India on 3 November 2020","Bang for the bucks",5,"https://images-na.ssl-images-amazon.com/images/I/71XDr3+kRgL.jpg","0",,,
"RWL01L75UYUNA","Hashim M Basheer","
  No fingerprint
","Reviewed in India on 15 October 2020","Apple always amazing",5,"","1",,,
"R2Z4QYSLWBCGOQ","Prabhat","
  So I bought iPhone 11 128GB variant. As expected of Amazon delivery was on time and product was in excellent condition.But when I put sim inside and tried calling, distorted noice came through speaker.Calling speaker is busted. Cannot hear clear voice unless you connect earpods and worst thing is there is no replacement policy for this. Only refund.Did not expect such service from Amazon.Delivering faulty pieces.Hope this didn't happen with other customers as well.
","Reviewed in India on 24 October 2020","Disappointed with Amazon service",2,"","1",,,
"R1CLJ9SIC8BYXI","Deepak Pillai","
  This was a dream come true for me. Apple iPhone 11 was on my wishlist for long. The phone was delivered to me neatly packed without any damage.  The phone was absolutely new piece. The phone is working perfectly and smoothly. The iPhone 11 offers excellent battery life for the form factor it is. I do not need to charge it frequently and it is lasting me the entire day with a single charge even though I use it moderately from making calls, to taking pics, to gaming and browsing web on Safari. Finally listening to music before calling it a day. At the end of the day the battery percentage remains near 14%- 20%. This wasn't the case with my previous Samsung Galaxy S6 & S7 which hardly lasted even half a day on full charge.The bundled charger is sufficient for my needs. Though the 5W charger is small and ancient it is ok as I charge it only once in a day. If you want fast charging you may have to buy the 20 W charger and cable separately from Apple. Also the bundled earpods are good, though I do not use them but my wireless headphones. Technically you cannot fault the iPhone for performance. Anything you throw at it, it performs more than your expectation. Calls, gaming, 4G, video, facetime, photos all performed excellently. I am happy with the purchase and would recommend it.
","Reviewed in India on 22 October 2020","The most perfect Apple iPhone today. No doubt.",5,"","0",,,
"R3MPZUCV0KPQ4V","Dinesh K Ravi","
  An awesome phone from Apple. Worth buying!Camera Quality is undoubtably the best in outdoor ! Indoor seems to be good, not great.Battery was awesome, I heard iPhone battery never last for the day. But this one is exceptional. At the same time, charging time is high. At least requires couple of hour to load and 100% battery.iOS simply awesome and flawless. Working smoothly!White iPhone is truly awesome and premium, loved it. Simply go for it.
","Reviewed in India on 8 August 2020","Simply Wow",5,"https://images-na.ssl-images-amazon.com/images/I/71EM6jiFNhL.jpg","1",,,
"R33PG6RECGIQ6G","Pubali Mukherjee","
  Honest review after using 2 months.Its the best Iphone version I have ever used.Everything is superbIncluding battery backup, camera, sound quality .I loved it.And thank you so so much Amazon and the seller as well.Loved it Amazon ❤️
","Reviewed in India on 28 December 2020","Best Iphone version ever",5,"","1",,,
"R16Q7IPVEFS2VP","Saswat","
  iPhones are best in class and performance of any iPhone is just excellent. If you ignore the price tag (although I bought this iPhone 11, 128gb  during the shopping festival on Amazon), iPhones are the best mobile phones on this planet. Great performance, great battery life, great camera and a great iOS.Well about this iPhone 11 everything is just great and I am happy to have one.
","Reviewed in India on 1 December 2020","Great product and happy to grab this during sale",5,"","0",,,
"R1TTV6C9TEG30G","Hari Teja","
  The product was delivered before the said the date which was wonderful as i was super excited . I have ready many bad reviews for the product and was afraid of the same but got it without any defects and its working as expected . I got my 128 gb at a good price on the big billion day.There was no hassle in the exchange as i have opted for it by giving my old iphone 7 for this one and the executive was professional where my phone had a scratch on the body but they have taken it as the screen was clear and perfect.
","Reviewed in India on 22 October 2020","Perfect product ,Amazing delivery.",5,"https://images-na.ssl-images-amazon.com/images/I/61M-G3qD-QL.jpg","1",,,
"RX93FJ9VGYB6K","Mitesh sharma","
  A very honest review, first of all I would like to thank amazon to delivered the genuine product. I have received the original apple product along with all its accessories like adapter, data cable and handsfree in its box. The best part is the phone is made in India. Its being 2-3 months and phone is working fine as of date. Also I have checked on the apple site weather the phone is original or not and yes I found it original. Thank you so much Amazon for fulfilling your commitment.
","Reviewed in India on 7 January 2021","Original phone received and working fine.",5,"","0",,,
"R30SJELCXTPZFA","Deepak","
  Best deal on iPhone ever I guess..Pros :Best camera , even low light photography is goodButtery smooth performance ( people talking about 90 Hertz / 120 Hertz refresh rate on androids, it's far better than those), androids I don't think can match apple's ecosystem anyday..Battery performance is a big upgrade over previous models like xr , X's etc.. can get u a day  easily.No lags no glitchesConsBut heavyDisplay is not OLED like s20 plus etcGetting it for 46200₹ was the best online purchase I ever did..no regretsWorth every penny.. Thanks apple and Amazon for this wonderful product..
","Reviewed in India on 22 October 2020","Dope deal .. grab it ASAP",5,"https://images-na.ssl-images-amazon.com/images/I/711jYCgc-vL.jpg
https://images-na.ssl-images-amazon.com/images/I/71isskhAq9L.jpg","0",,,
"R1PERUPEZEDTVG","Akhil G.","
  Well I am first time iphone user and yes it's very annoying if u r android user for first few days and ofcourse u will not regret buying IOS.Over all building quality is top notch,camera is excellent. And battery backup is also good for regular usage and don't play games on it. Yes daily usage such as fb,insta,net surfing will not consume much battery I charge battery after 2 days when its gets completely discharge and annoying is charging takes around 3 hrs to full as it comes with 5V chargers.Rest everything is nice
","Reviewed in India on 21 October 2020","Android to IOS",5,"https://images-na.ssl-images-amazon.com/images/I/71+1Xt9RRKL.jpg
https://images-na.ssl-images-amazon.com/images/I/71MKd-sb8dL.jpg
https://images-na.ssl-images-amazon.com/images/I/71XkQK7UXWL.jpg","0",,,
"R2Q3P5GVBIKC8B","KEITH PEARL","
  Bought the the phone only a couple of days ago and got a grey line on the display, checked on amazon for replacement suggests us to contact apple, after a two hour chat with Apple they stated that this seller is not an authorised apple seller. Neith Amazon or the seller takes responsibility. You rather pay the extra 3 thousand and buy it from Apple directly. As per Apple this was purchased in Japan.
","Reviewed in India on 22 October 2020","Not authorised seller as per Apple do not purchase",1,"https://images-na.ssl-images-amazon.com/images/I/519BUw-5NpL.jpg","1",,,
"R2BD5T9457483N","Subhashish","
  Review after 1month of use . I must say a flawless device with IOS14 with A13 bionic chip. Its an incredible device with best battery Life and great performance . Buyed during Great Indian Sale . Thanks amazon for providing such an incredible deal within the price segmentPros :Flawless UIBest performance with Great Battery LifeNo lag between switching of appsGreat buy if u want to switch to IOS with best price nowCamera quality during day light is excellent.No ads like other chinese vendor.Cons :Camera quality during low light needs to be improved i.e in artificial lighting.Charging with 5w charger is very slow in todays era . It will almost take 3hrs to full charge from 0 to 100%
","Reviewed in India on 24 November 2020","IPhone 11 - Best Performer in Battery /camera Segment",5,"https://images-na.ssl-images-amazon.com/images/I/512N39Z8BhL.jpg
https://images-na.ssl-images-amazon.com/images/I/51dhGJf32NL.jpg
https://images-na.ssl-images-amazon.com/images/I/51dl-HRqxVL.jpg
https://images-na.ssl-images-amazon.com/images/I/61A0T14Xg2L.jpg","0",,,
"RE404AF51H4M2","ch n Varunkumar","
  its amazing product.. very good looking red color.. 1st time iOS using .. it's small dificult to option. finally all good worth for money . go for it 128gb or 256gb...  4.7 out 5.pro; nice looking , good cam quality,display super,good finishing.right time received in only 2 days from order...earphones ..con; too late battery charging....2nd sim e sim mode.its dificult..only used single sim easy microsim method..in box not provide back  case cover and temprd glass.
","Reviewed in India on 26 August 2020","looking awesome . go for it . value for money. best model in iphones.",5,"","1",,,
"R1Z77CIYEQWSL","Ujjwal Anand","
  Fantastic phone with lots of amazing features, a perfect buy. Bought this I Phone 11 after using Samsung M 30 for a while. Never been an I Phone user but after purchasing this one, I would say why I waited this long. Highly recommend I Phone now to everyone, it keeps your data safe. Although a little costly but it's really worth the price.
","Reviewed in India on 2 March 2021","Awesome 👌",5,"","1","64GB","White","iPhone 11"
"R2PZ259CQRRNCL","Shreenivas Kendre","
  This is best phone of the year..Some people spared fake newsThe appario retails private limited.. company... They sold this phone.. phone is genuine and original... Go for it.. all negative review are only they order refabrished phone.. not new phone.. they do not chek any headline and they ordered these phone.. Please chek it and order it it's orginal product
","Reviewed in India on 20 October 2020","Happy for it.... Go for it ..❤️ fabulous product",5,"https://images-na.ssl-images-amazon.com/images/I/71HjpG9OqSL.jpg
https://images-na.ssl-images-amazon.com/images/I/71c0H20jsML.jpg","1",,,
"R30I0WOKCZPMNN","RK RAJURI","
  Great Phone.  I have shifted my phone from iphone 6 S Plus to Iphone 11 (128GB Green).  Picture quality is awesome.  This is my home pic taken with (0.5x) camera option, it covered flooring to ceiling, really crazy with this. Remaining all features are TOP.  I booked this phone in Amazon from Appario Retail Private Ltd (seller).  He delivered my phone in on time. iPhone 11 is Little bit expensive but great selection from iphone.  Thankyou, RK
","Reviewed in India on 14 August 2020","Woow Awesome Picture Quality",5,"https://images-na.ssl-images-amazon.com/images/I/51KrS4DtTEL.jpg
https://images-na.ssl-images-amazon.com/images/I/61FrNZql04L.jpg","1",,,
"R2SOIHS3ON7RIW","Sandip","
  I was bit worried to order iPhone 11 online but got good experience....as if you see few customers have got worst experience from online buy of iPhonesBattery and display not that great as in 50k you will get better battery and display phoneVs android apps download and installation time is more I observed in iOSOther than this the best face unlock, very convenient user experience, hustle free wireless charging, 6.1 screen great fit in hand. No hang and bug like android phones (I am android user since ages). Overall best package as its iPhone and live up to the expectations. In comparison with new iPhone 12 in terms of cost iPhone 11 is great value for money. works just Amazing.
","Reviewed in India on 9 November 2020","Great buy....with cost reduction and offers",5,"","0",,,
